ID,N_VICTIMAS,FECHA,HORA,TIPO_DE_CALLE,CALLE,ALTURA,CRUCE,DIRECCIÓN NORMALIZADA,COMUNA,POS X,POS Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,PARTICIPANTE A,PARTICIPANTE B,RANGO_ETARIO,ENCRUCIJADA
2019-0045,1,2019-06-03,07:27:00,avenida,del libertador av.,sin datos,republica de la india,del libertador av. y republica de la india,14,-58.41316147,-34.57579669,moto,cargas,conductor,masculino,33.0,moto,cargas,30-44,True
2019-0046,1,2019-06-04,09:00:00,gral paz,"paz, gral. av.",sin datos,cabildo av.,"paz, gral. av. y cabildo av.",13,-58.47617802,-34.53825652,moto,auto,pasajero_acompañante,femenino,26.0,moto,auto,18-29,True
2019-0047,1,2019-06-06,10:00:00,avenida,caseros av.,1700.0,sin datos,caseros av. 1700,4,-58.38641783,-34.63330028,peaton,cargas,peaton,masculino,76.0,peaton,cargas,65+,False
2019-0048,1,2019-06-07,07:00:00,avenida,avellaneda av.,1548.0,sin datos,avellaneda av. 1548,6,-58.45322169,-34.62038137,moto,cargas,conductor,masculino,32.0,moto,cargas,30-44,False
2019-0049,1,2019-06-08,09:20:00,calle,ciudad de la paz,sin datos,mendoza,ciudad de la paz y mendoza,13,-58.45849057,-34.56166498,peaton,cargas,peaton,femenino,72.0,peaton,cargas,65+,True
2019-0050,1,2019-06-08,23:35:00,avenida,"salguero, jeronimo",sin datos,honduras av.,"salguero, jeronimo y honduras av.",14,-58.41829559,-34.59411677,moto,cargas,conductor,masculino,21.0,moto,cargas,18-29,True
2019-0051,1,2019-06-11,10:00:00,calle,"filiberto, juan de dios",sin datos,olavarria,"filiberto, juan de dios y olavarria",4,-58.36376488,-34.63832093,moto,auto,conductor,masculino,41.0,moto,auto,30-44,True
2019-0053,1,2019-06-14,17:20:00,avenida,asturias av.,sin datos,casta?ares av.,asturias av. y castaã‘ares av.,8,-58.46442668,-34.66004784,auto,auto,pasajero_acompañante,masculino,49.0,auto,auto,45-64,True
2019-0054,1,2019-06-20,03:00:00,calle,gandara,2976.0,sin datos,gandara 2976,15,-58.48222035,-34.58428769,moto,objeto fijo,conductor,masculino,21.0,moto,objeto fijo,18-29,False
2019-0055,1,2019-06-20,19:45:00,avenida,"guevara, trinidad",sin datos,"madero, eduardo av.","guevara, trinidad y madero, eduardo av.",1,-58.36819005,-34.60283208,moto,pasajeros,conductor,masculino,47.0,moto,pasajeros,45-64,True
2019-0056,1,2019-06-29,17:16:00,avenida,boyaca av.,305.0,sin datos,boyaca av. 305,7,-58.45877601,-34.62330939,peaton,auto,peaton,femenino,75.0,peaton,auto,65+,False
2019-0057,1,2019-07-05,19:00:00,calle,artilleros,sin datos,la pampa,artilleros y la pampa,13,-58.44196498,-34.55760517,peaton,auto,peaton,femenino,63.0,peaton,auto,45-64,True
2019-0058,1,2019-07-10,09:20:00,autopista,autopista perito moreno,sin datos,sin datos,autopista perito moreno e irigoyen,10,-58.50622631,-34.63627822,moto,pasajeros,conductor,masculino,39.0,moto,pasajeros,30-44,False
2019-0059,1,2019-07-13,22:35:00,calle,15 de noviembre de 1889,sin datos,santiago del estero,15 de noviembre de 1889 y santiago del estero,1,-58.38410880,-34.63099197,moto,pasajeros,conductor,masculino,30.0,moto,pasajeros,30-44,True
2019-0060,1,2019-07-17,11:20:00,avenida,"acosta, mariano av.",sin datos,"falcon, ramon l.,cnel.","acosta, mariano av. y falcon, ramon l.,cnel.",10,-58.48100602,-34.63504312,peaton,auto,peaton,femenino,78.0,peaton,auto,65+,True
2019-0061,1,2019-07-17,18:40:00,calle,11 de septiembre de 1888,sin datos,mendoza,11 de septiembre de 1888 y mendoza,13,-58.45200171,-34.55781320,peaton,pasajeros,peaton,femenino,58.0,peaton,pasajeros,45-64,True
2019-0062,1,2019-08-01,23:00:00,avenida,"pino, virrey del",sin datos,"campos, luis m. av.","pino, virrey del y campos, luis m. av.",13,-58.44462132,-34.56201105,peaton,pasajeros,peaton,femenino,60.0,peaton,pasajeros,45-64,True
2019-0063,1,2019-08-04,01:30:00,avenida,forest av.,sin datos,maure,forest av. y maure,15,-58.45220688,-34.58711712,moto,pasajeros,pasajero_acompañante,masculino,sin datos,moto,pasajeros,sin datos,True
2019-0064,1,2019-08-06,03:15:00,avenida,boyaca av.,sin datos,avellaneda av.,boyaca av. y avellaneda av.,7,-58.45962210,-34.62245140,moto,auto,conductor,masculino,20.0,moto,auto,18-29,True
2019-0065,1,2019-08-08,16:45:00,calle,barco centenera del,sin datos,tilcara,barco centenera del y tilcara,4,-58.41970850,-34.65414867,peaton,pasajeros,peaton,femenino,55.0,peaton,pasajeros,45-64,True
2019-0066,1,2019-08-11,21:15:00,avenida,riestra av.,sin datos,bolivar (no oficial),riestra av. y bolivar (no oficial),7,-58.44187596,-34.64938031,peaton,auto,peaton,masculino,40.0,peaton,auto,30-44,True
2019-0067,1,2019-08-14,15:00:00,calle,"castro, emilio",4706.0,sin datos,"castro, emilio 4706",10,-58.49101637,-34.64276621,moto,cargas,conductor,masculino,35.0,moto,cargas,30-44,False
2019-0068,1,2019-08-14,17:40:00,avenida,27 de febrero av.,5600.0,sin datos,27 de febrero av. 5600,8,-58.42493829,-34.66256502,moto,moto,conductor,masculino,53.0,moto,moto,45-64,False
2019-0069,1,2019-08-17,05:25:00,avenida,"garay, juan de av.",2874.0,sin datos,"garay, juan de av. 2874",4,-58.40489318,-34.62930162,moto,auto,conductor,masculino,43.0,moto,auto,30-44,False
2019-0070,1,2019-08-22,12:30:00,avenida,"scalabrini ortiz, raul av.",sin datos,gorriti,"scalabrini ortiz, raul av. y gorriti",14,-58.42686680,-34.59217875,moto,bicicleta,conductor,masculino,25.0,moto,bicicleta,18-29,True
2019-0071,1,2019-08-27,11:30:00,avenida,primera junta,sin datos,olivera av.,primera junta y olivera av.,9,-58.47961100,-34.65620398,peaton,cargas,peaton,masculino,sin datos,peaton,cargas,sin datos,True
2019-0072,1,2019-08-28,06:20:00,avenida,"alberdi, juan bautista av.",sin datos,azul,"alberdi, juan bautista av. y azul",10,-58.47439934,-34.63524207,auto,auto,conductor,masculino,22.0,auto,auto,18-29,True
2019-0073,1,2019-08-29,01:50:00,avenida,alvarez thomas av.,1788.0,sin datos,alvarez thomas av. 1788,15,-58.46711912,-34.57926018,auto,objeto fijo,conductor,masculino,29.0,auto,objeto fijo,18-29,False
2019-0074,1,2019-08-29,09:00:00,autopista,"lugones, leopoldo av.",sin datos,"paz, gral. av.","lugones, leopoldo av. y paz, gral. av.",13,-58.46514781,-34.53465378,moto,cargas,conductor,masculino,35.0,moto,cargas,30-44,True
2019-0075,1,2019-08-30,23:20:00,calle,san antonio,sin datos,lujan,san antonio y lujan,4,-58.37571078,-34.65584079,moto,pasajeros,conductor,masculino,31.0,moto,pasajeros,30-44,True
2019-0076,1,2019-09-05,18:00:00,autopista,autopista 1 sur presidente arturo frondizi,sin datos,sin datos,autopista 1 sur presidente arturo frondizi y don pedro de mendoza av.,4,-58.37157668,-34.65429986,moto,cargas,conductor,femenino,29.0,moto,cargas,18-29,False
2019-0077,1,2019-09-08,03:40:00,avenida,"figueroa alcorta, pres. av.",sin datos,tagle,"figueroa alcorta, pres. av. y tagle",14,-58.39811256,-34.58070186,peaton,auto,peaton,femenino,28.0,peaton,auto,18-29,True
2019-0078,1,2019-09-12,08:25:00,avenida,"einstein, alberto",sin datos,"alcorta, amancio av.","einstein, alberto y alcorta, amancio av.",4,-58.41125934,-34.65417740,peaton,cargas,peaton,femenino,72.0,peaton,cargas,65+,True
2019-0079,1,2019-09-17,05:30:00,calle,agrelo,sin datos,colombres,agrelo y colombres,5,-58.41822901,-34.61866836,moto,pasajeros,conductor,masculino,57.0,moto,pasajeros,45-64,True
2019-0080,1,2019-09-17,18:40:00,gral paz,cabildo av.,sin datos,"paz, gral. av.","cabildo av. y paz, gral. av.",13,-58.47617802,-34.53825652,peaton,moto,peaton,masculino,76.0,peaton,moto,65+,True
2019-0081,1,2019-09-23,16:00:00,avenida,elcano av.,4300.0,sin datos,elcano av. 4300,15,-58.46141281,-34.58623761,peaton,pasajeros,peaton,masculino,67.0,peaton,pasajeros,65+,False
2019-0082,1,2019-09-25,07:45:00,avenida,"rabanal, francisco, intendente av.",2428.0,sin datos,"rabanal, francisco, intendente av. 2428",8,-58.42985146,-34.66119740,bicicleta,cargas,ciclista,masculino,47.0,bicicleta,cargas,45-64,False
2019-0083,1,2019-09-26,08:00:00,calle,monte,sin datos,corvalan,monte y corvalan,9,-58.48457413,-34.65839090,auto,auto,conductor,masculino,73.0,auto,auto,65+,True
2019-0084,1,2019-09-27,11:45:00,calle,tandil,sin datos,lafuente,tandil y lafuente,7,-58.46572884,-34.63628186,bicicleta,cargas,ciclista,femenino,40.0,bicicleta,cargas,30-44,True
2019-0085,1,2019-10-09,22:18:00,calle,cardoso,sin datos,bacacay,cardoso y bacacay,10,-58.49261744,-34.63419130,bicicleta,tren,ciclista,masculino,20.0,bicicleta,tren,18-29,True
2019-0086,1,2019-10-15,14:10:00,avenida,corrientes av.,6700.0,sin datos,corrientes av. 6700,15,-58.45283186,-34.58841560,moto,pasajeros,conductor,masculino,29.0,moto,pasajeros,18-29,False
2019-0087,1,2019-10-21,21:00:00,avenida,alvarez thomas av.,sin datos,mendoza,alvarez thomas av. y mendoza,12,-58.47973681,-34.57418656,moto,moto,conductor,masculino,41.0,moto,moto,30-44,True
2019-0088,1,2019-10-22,20:00:00,avenida,"alcorta, amancio av.",sin datos,"bonavena, oscar natalio","alcorta, amancio av. y bonavena, oscar natalio",4,-58.40623949,-34.65076549,peaton,pasajeros,peaton,masculino,27.0,peaton,pasajeros,18-29,True
2019-0089,1,2019-10-23,15:45:00,avenida,"brown, alte. av.",sin datos,"blanes, juan manuel","brown, alte. av. y blanes, juan manuel",4,-58.36244648,-34.63107887,peaton,cargas,peaton,femenino,92.0,peaton,cargas,65+,True
2019-0090,1,2019-10-24,18:26:00,avenida,"alberdi, juan bautista av.",5455.0,sin datos,"alberdi, juan bautista av. 5455",9,-58.49962423,-34.64868027,peaton,moto,peaton,masculino,67.0,peaton,moto,65+,False
2019-0091,1,2019-11-01,20:50:00,avenida,"justo, juan b. av.",sin datos,camargo,"justo, juan b. av. y camargo",15,-58.44551437,-34.59559816,peaton,pasajeros,peaton,masculino,35.0,peaton,pasajeros,30-44,True
2019-0092,1,2019-11-03,10:30:00,calle,"brin, ministro",sin datos,suarez,"brin, ministro y suarez",4,-58.35608181,-34.63420319,peaton,pasajeros,peaton,masculino,37.0,peaton,pasajeros,30-44,True
2019-0093,1,2019-11-13,11:50:00,avenida,niza,sin datos,"justo, juan b. av.","niza y justo, juan b. av.",11,-58.46483679,-34.60907662,bicicleta,otro,ciclista,masculino,16.0,bicicleta,otro,0-17,True
2019-0094,1,2019-11-18,14:00:00,calle,camargo,sin datos,serrano,camargo y serrano,15,-58.44368628,-34.59724326,moto,otro,pasajero_acompañante,femenino,sin datos,moto,otro,sin datos,True
2019-0095,1,2019-11-20,15:30:00,autopista,autopista 1 sur presidente arturo frondizi,sin datos,sin datos,autopista 1 sur presidente arturo frondizi y caseros av.,1,-58.37864583,-34.62907067,moto,cargas,conductor,masculino,sin datos,moto,cargas,sin datos,False
2019-0096,1,2019-11-22,19:33:00,avenida,caseros av.,sin datos,piedras,caseros av. y piedras,1,-58.37560352,-34.62726382,peaton,pasajeros,peaton,masculino,73.0,peaton,pasajeros,65+,True
2019-0097,1,2019-11-25,08:50:00,autopista,autopista perito moreno,sin datos,sin datos,autopista perito moreno km. 5.6,9,-58.47721439,-34.64815069,moto,multiple,pasajero_acompañante,femenino,23.0,multiple,sin datos,18-29,False
2019-0098,1,2019-11-25,14:00:00,avenida,guzman,365.0,sin datos,guzman 365,15,-58.45134029,-34.58984288,pasajeros,pasajeros,pasajero_acompañante,femenino,61.0,pasajeros,pasajeros,45-64,False
2019-0100,1,2019-12-05,17:30:00,avenida,de los constituyentes av.,4300.0,sin datos,de los constituyentes av. 4300,12,-58.49040794,-34.58368803,moto,auto,conductor,masculino,38.0,moto,auto,30-44,False
2019-0101,1,2019-12-17,04:20:00,avenida,"moreno, perito av.",sin datos,tilcara av.,"moreno, perito av. y tilcara av.",4,-58.42102679,-34.64991178,moto,moto,conductor,masculino,25.0,moto,moto,18-29,True
2019-0102,1,2019-12-17,14:30:00,calle,ibarrola,sin datos,"gordillo, timoteo","ibarrola y gordillo, timoteo",9,-58.52219407,-34.64143926,moto,auto,conductor,masculino,18.0,moto,auto,18-29,True
2019-0103,1,2019-12-18,14:30:00,gral paz,"paz, gral. av.",sin datos,griveo,"paz, gral. av. y griveo",11,-58.52169422,-34.59471640,moto,moto,conductor,masculino,24.0,moto,moto,18-29,True
2019-0104,1,2019-12-21,04:25:00,avenida,rivadavia av.,sin datos,pergamino,rivadavia av. y pergamino,10,-58.47460416,-34.63206174,moto,auto,pasajero_acompañante,femenino,23.0,moto,auto,18-29,True
2019-0105,1,2019-05-05,11:00:00,avenida,santo tome,sin datos,segurola av.,santo tome y segurola av.,10,-58.50512382,-34.61520391,peaton,auto,peaton,femenino,82.0,peaton,auto,65+,True
2020-0001,1,2020-01-04,10:40:00,calle,uriarte,sin datos,loyola,uriarte y loyola,15,-58.43910409,-34.59213355,peaton,auto,peaton,femenino,87.0,peaton,auto,65+,True
2020-0002,1,2020-01-05,20:00:00,avenida,saraza,sin datos,varela av.,saraza y varela av.,7,-58.45019436,-34.64646409,moto,objeto fijo,conductor,masculino,36.0,moto,objeto fijo,30-44,True
2020-0003,1,2020-01-11,06:00:00,avenida,rivadavia av.,sin datos,combate de los pozos,rivadavia av. y combate de los pozos,3,-58.39337644,-34.60927582,peaton,auto,peaton,masculino,44.0,peaton,auto,30-44,True
2020-0004,1,2020-01-14,21:40:00,avenida,rodriguez pe?a,sin datos,rivadavia av.,rodriguez peã‘a y rivadavia av.,1,-58.39055614,-34.60919284,peaton,pasajeros,peaton,masculino,82.0,peaton,pasajeros,65+,True
2020-0005,1,2020-01-14,06:00:00,avenida,24 de noviembre,sin datos,san juan av.,24 de noviembre y san juan av.,3,-58.41036975,-34.62477021,moto,pasajeros,conductor,masculino,25.0,moto,pasajeros,18-29,True
2020-0006,1,2020-01-20,12:55:00,avenida,lafuente av.,2250.0,sin datos,lafuente av. 2250,8,-58.44925765,-34.65412546,moto,cargas,conductor,masculino,23.0,moto,cargas,18-29,False
2020-0007,1,2020-01-27,00:37:00,calle,chile,sin datos,lima,chile y lima,1,-58.38156850,-34.61648696,peaton,moto,peaton,masculino,52.0,peaton,moto,45-64,True
2020-0008,1,2020-01-30,07:10:00,avenida,cordoba av.,sin datos,"jaures, jean","cordoba av. y jaures, jean",2,-58.40662899,-34.59804521,moto,cargas,conductor,masculino,49.0,moto,cargas,45-64,True
2020-0009,1,2020-02-04,14:50:00,calle,"peron, juan domingo, tte. general",sin datos,"salguero, jeronimo","peron, juan domingo, tte. general y salguero, jeronimo",5,-58.41985649,-34.60600850,peaton,auto,peaton,masculino,48.0,peaton,auto,45-64,True
2020-0010,1,2020-02-08,05:45:00,avenida,9 de julio av.,sin datos,san juan av.,9 de julio av. y san juan av.,1,-58.38099833,-34.62214953,moto,objeto fijo,conductor,masculino,sin datos,moto,objeto fijo,sin datos,True
2020-0011,1,2020-02-12,11:29:00,calle,colombres,466.0,sin datos,colombres 466,5,-58.41803309,-34.61823178,moto,cargas,conductor,masculino,31.0,moto,cargas,30-44,False
2020-0012,1,2020-02-18,21:00:00,calle,mexico,2860.0,sin datos,mexico 2860,3,-58.40604003,-34.61783553,peaton,moto,peaton,femenino,66.0,peaton,moto,65+,False
2020-0013,1,2020-02-20,12:00:00,avenida,combatientes de malvinas av.,sin datos,triunvirato av.,combatientes de malvinas av. y triunvirato av.,15,-58.47549929,-34.57994061,peaton,moto,peaton,femenino,58.0,peaton,moto,45-64,True
2020-0014,1,2020-02-27,02:14:00,calle,bermudez,sin datos,nogoya,bermudez y nogoya,11,-58.51398484,-34.61600366,moto,pasajeros,conductor,masculino,sin datos,moto,pasajeros,sin datos,True
2020-0015,1,2020-02-28,14:30:00,avenida,brasil av.,sin datos,paseo colon av.,brasil av. y paseo colon av.,1,-58.36797542,-34.62519403,moto,pasajeros,conductor,masculino,29.0,moto,pasajeros,18-29,True
2020-0016,1,2020-02-29,13:00:00,avenida,"alem, leandro n. av.",770.0,sin datos,"alem, leandro n. av. 770",1,-58.37133616,-34.59879316,peaton,pasajeros,peaton,masculino,68.0,peaton,pasajeros,65+,False
2020-0017,1,2020-03-05,23:00:00,avenida,belgrano av.,sin datos,rincon,belgrano av. y rincon,3,-58.39613805,-34.61413568,peaton,auto,peaton,masculino,sin datos,peaton,auto,sin datos,True
2020-0018,1,2020-03-09,14:00:00,avenida,"udaondo, guillermo av.",901.0,sin datos,"udaondo, guillermo av. 901",13,-58.44903073,-34.54200276,moto,objeto fijo,conductor,masculino,31.0,moto,objeto fijo,30-44,False
2020-0019,1,2020-03-10,21:00:00,calle,constitucion,sin datos,castro,constitucion y castro,5,-58.41972364,-34.62846670,peaton,auto,peaton,femenino,80.0,peaton,auto,65+,True
2020-0020,1,2020-03-13,17:30:00,avenida,pueyrredon av.,sin datos,"gomez, valentin","pueyrredon av. y gomez, valentin",3,-58.40571596,-34.60557123,peaton,moto,peaton,femenino,74.0,peaton,moto,65+,True
2020-0021,1,2020-03-14,16:50:00,calle,"bravo, mario",1279.0,sin datos,"bravo, mario 1279",2,-58.41451590,-34.59488319,peaton,auto,peaton,femenino,87.0,peaton,auto,65+,False
2020-0022,1,2020-04-07,06:15:00,autopista,autopista dellepiane luis tte. gral.,sin datos,escalada av.,autopista dellepiane luis tte. gral. y escalada av.,9,-58.47297505,-34.66245085,auto,cargas,pasajero_acompañante,masculino,44.0,auto,cargas,30-44,True
2020-0023,1,2020-04-09,18:42:00,avenida,"araoz de lamadrid, gregorio, gral.",sin datos,"brown, alte. av.","araoz de lamadrid, gregorio, gral. y brown, alte. av.",4,-58.35791192,-34.63695178,auto,cargas,conductor,masculino,44.0,auto,cargas,30-44,True
2020-0024,1,2020-04-24,07:58:00,calle,murguiondo,1339.0,sin datos,murguiondo 1339,9,-58.50801713,-34.65177305,auto,auto,conductor,masculino,53.0,auto,auto,45-64,False
2020-0025,1,2020-05-12,05:35:00,avenida,rivadavia av.,2551.0,sin datos,rivadavia av. 2551,3,-58.40258477,-34.60975108,peaton,auto,peaton,masculino,sin datos,peaton,auto,sin datos,False
2020-0026,1,2020-05-17,06:40:00,autopista,"lugones, leopoldo av.",sin datos,sin datos,sin datos,14,sin datos,sin datos,moto,objeto fijo,conductor,masculino,28.0,moto,objeto fijo,18-29,False
2020-0027,1,2020-05-18,08:00:00,avenida,"dellepiane, luis, tte. gral.",sin datos,montiel,"dellepiane, luis, tte. gral. y montiel",8,-58.48267426,-34.68454456,peaton,cargas,peaton,masculino,76.0,peaton,cargas,65+,True
2020-0028,1,2020-05-19,10:00:00,avenida,"scalabrini ortiz, raul av.",sin datos,warnes av.,"scalabrini ortiz, raul av. y warnes av.",15,-58.44248936,-34.60221948,peaton,pasajeros,peaton,masculino,91.0,peaton,pasajeros,65+,True
2020-0029,1,2020-06-10,14:00:00,gral paz,"paz, gral. av.",sin datos,"roffo, angel h., dr.","paz, gral. av. y roffo, angel h., dr.",9,-58.52909134,-34.63886726,peaton,pasajeros,peaton,masculino,80.0,peaton,pasajeros,65+,True
2020-0030,1,2020-06-16,15:00:00,avenida,san martin av.,1550.0,sin datos,san martin av. 1550,6,-58.45158942,-34.60646580,moto,multiple,conductor,masculino,40.0,multiple,sin datos,30-44,False
2020-0031,1,2020-06-30,08:00:00,avenida,"garzon, eugenio, gral. av.",sin datos,larraya,"garzon, eugenio, gral. av. y larraya",9,-58.49344309,-34.65788529,moto,cargas,conductor,masculino,29.0,moto,cargas,18-29,True
2020-0032,1,2020-07-10,23:00:00,avenida,corrientes av.,sin datos,serrano,corrientes av. y serrano,15,-58.44259166,-34.59635137,moto,auto,conductor,masculino,21.0,moto,auto,18-29,True
2020-0033,1,2020-07-19,06:25:00,gral paz,"paz, gral. av.",sin datos,del libertador av.,"paz, gral. av. y del libertador av.",13,-58.46743471,-34.53476874,auto,objeto fijo,conductor,masculino,32.0,auto,objeto fijo,30-44,True
2020-0034,1,2020-08-02,03:20:00,calle,"mitre, bartolome",sin datos,"anchorena, tomas manuel de, dr.","mitre, bartolome y anchorena, tomas manuel de, dr.",3,-58.41178158,-34.60922259,peaton,auto,peaton,femenino,sin datos,peaton,auto,sin datos,True
2020-0035,1,2020-08-04,05:30:00,autopista,autopista 25 de mayo,sin datos,sin datos,autopista 25 de mayo y pumacahua,7,-58.45068621,-34.63638927,moto,pasajeros,conductor,masculino,40.0,moto,pasajeros,30-44,False
2020-0036,1,2020-08-07,18:40:00,avenida,"scalabrini ortiz, raul av.",sin datos,paraguay,"scalabrini ortiz, raul av. y paraguay",14,-58.42016954,-34.58778790,peaton,moto,peaton,masculino,72.0,peaton,moto,65+,True
2020-0037,1,2020-08-29,04:30:00,avenida,"fernandez de la cruz, f., gral. av.",sin datos,varela av.,"fernandez de la cruz, f., gral. av. y varela av.",8,-58.43850413,-34.65554754,peaton,auto,peaton,masculino,38.0,peaton,auto,30-44,True
2020-0038,2,2020-08-30,04:00:00,avenida,las heras general av.,sin datos,"diaz, cnel. av.","las heras general av. y diaz, cnel. av.",14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,46.0,auto,auto,45-64,True
2020-0038,2,2020-08-30,04:00:00,avenida,las heras general av.,sin datos,"diaz, cnel. av.","las heras general av. y diaz, cnel. av.",14,-58.40617526,-34.58345898,auto,auto,conductor,masculino,64.0,auto,auto,45-64,True
2020-0039,1,2020-09-01,19:17:42,calle,murguiondo,sin datos,sin datos,murguiondo,9,sin datos,sin datos,peaton,cargas,peaton,masculino,44.0,peaton,cargas,30-44,False
2020-0040,1,2020-09-12,03:30:00,avenida,"castillo, ramon s., pres. av.",sin datos,calle 12 (no oficial),"castillo, ramon s., pres. av. y calle 12 (no oficial)",2,-58.38526125,-34.57805810,auto,objeto fijo,conductor,masculino,sin datos,auto,objeto fijo,sin datos,True
2020-0041,1,2020-09-28,01:45:00,avenida,curapaligue,sin datos,"peron, eva av.","curapaligue y peron, eva av.",7,-58.44750470,-34.63491705,moto,pasajeros,conductor,masculino,34.0,moto,pasajeros,30-44,True
2020-0042,1,2020-09-29,17:10:00,avenida,"diaz, ana",sin datos,soldado de la frontera av.,"diaz, ana y soldado de la frontera av.",8,-58.46745752,-34.68192648,peaton,pasajeros,peaton,femenino,53.0,peaton,pasajeros,45-64,True
2020-0043,1,2020-09-30,17:20:00,avenida,"alem, leandro n. av.",sin datos,paraguay,"alem, leandro n. av. y paraguay",1,-58.37202621,-34.59717942,peaton,pasajeros,peaton,masculino,64.0,peaton,pasajeros,45-64,True
2020-0044,1,2020-10-05,00:20:00,avenida,la plata av.,sin datos,independencia av.,la plata av. e independencia av.,6,-58.42779702,-34.62207347,auto,auto,conductor,masculino,43.0,auto,auto,30-44,True
2020-0045,1,2020-10-19,03:00:00,gral paz,"paz, gral. av.",sin datos,27 de febrero av.,"paz, gral. av. y 27 de febrero av.",8,-58.46244952,-34.70524971,auto,cargas,conductor,masculino,50.0,auto,cargas,45-64,True
2020-0046,1,2020-10-27,21:00:00,avenida,nazca av.,sin datos,"carranza, adolfo p.","nazca av. y carranza, adolfo p.",11,-58.48440160,-34.60776782,moto,moto,conductor,masculino,41.0,moto,moto,30-44,True
2020-0047,1,2020-10-27,14:00:00,autopista,autopista presidente hector j. campora,sin datos,lacarra av.,autopista presidente hã‰ctor j. cãmpora y lacarra av.,9,-58.46668375,-34.65174801,peaton,cargas,peaton,masculino,15.0,peaton,cargas,0-17,True
2020-0048,1,2020-10-29,20:20:00,avenida,dorrego av.,614.0,sin datos,dorrego av. 614,15,-58.44958780,-34.59322448,moto,objeto fijo,conductor,masculino,41.0,moto,objeto fijo,30-44,False
2020-0049,1,2020-10-30,20:00:00,avenida,del libertador av.,sin datos,"ramos mejia, jose maria, dr. av.","del libertador av. y ramos mejia, jose maria, dr. av.",1,-58.37533517,-34.59276462,peaton,auto,peaton,masculino,36.0,peaton,auto,30-44,True
2020-0050,1,2020-11-01,22:00:00,avenida,santa fe av.,sin datos,godoy cruz,santa fe av. y godoy cruz,14,-58.42525456,-34.57866344,peaton,moto,peaton,femenino,28.0,peaton,moto,18-29,True
2020-0051,1,2020-11-05,00:40:00,avenida,avellaneda av.,sin datos,mercedes,avellaneda av. y mercedes,10,-58.48493828,-34.62981124,moto,auto,conductor,masculino,49.0,moto,auto,45-64,True
2020-0052,1,2020-11-07,06:50:00,avenida,tucuman,sin datos,pueyrredon av.,tucuman y pueyrredon av.,3,-58.40480504,-34.60183884,bicicleta,cargas,ciclista,masculino,44.0,bicicleta,cargas,30-44,True
2020-0053,1,2020-11-09,03:30:00,avenida,"alcorta, amancio av.",sin datos,"einstein, alberto","alcorta, amancio av. y einstein, alberto",4,-58.41125934,-34.65417740,auto,auto,pasajero_acompañante,masculino,27.0,auto,auto,18-29,True
2020-0054,1,2020-11-19,09:00:00,calle,inclan,sin datos,alberti,inclan y alberti,4,-58.39956546,-34.62977080,bicicleta,auto,ciclista,masculino,59.0,bicicleta,auto,45-64,True
2020-0055,1,2020-11-19,12:30:00,avenida,olazabal av.,5437.0,sin datos,olazabal av. 5437,12,-58.49005682,-34.57868970,peaton,cargas,peaton,masculino,91.0,peaton,cargas,65+,False
2020-0056,1,2020-11-21,13:00:00,gral paz,"paz, gral. av.",sin datos,"roca, cnel. av.","paz, gral. av. y roca, cnel. av.",8,-58.47064556,-34.69843756,moto,cargas,conductor,femenino,34.0,moto,cargas,30-44,True
2020-0057,1,2020-11-23,07:45:00,avenida,nazca av.,sin datos,"viale, luis","nazca av. y viale, luis",11,-58.47501560,-34.61945902,peaton,auto,peaton,masculino,84.0,peaton,auto,65+,True
2020-0058,1,2020-11-24,16:00:00,avenida,olivera av.,sin datos,"falcon, ramon l.,cnel.","olivera av. y falcon, ramon l.,cnel.",10,-58.48727942,-34.63652467,peaton,auto,peaton,masculino,57.0,peaton,auto,45-64,True
2020-0059,1,2020-12-01,06:35:00,calle,brasil,1100.0,sin datos,brasil 1100,1,-58.37951690,-34.62794241,peaton,pasajeros,peaton,femenino,49.0,peaton,pasajeros,45-64,False
2020-0060,1,2020-12-03,20:30:00,avenida,homero,sin datos,"peron, eva av.","homero y peron, eva av.",9,-58.47750832,-34.65672199,peaton,moto,peaton,femenino,69.0,peaton,moto,65+,True
2020-0061,1,2020-12-03,14:40:00,autopista,"cantilo, int.",sin datos,"udaondo, guillermo av.","cantilo, int. y udaondo, guillermo av.",13,-58.44927253,-34.54048625,moto,cargas,conductor,masculino,45.0,moto,cargas,45-64,True
2020-0062,1,2020-12-04,17:19:00,calle,moreno,1845.0,sin datos,moreno 1845,3,-58.39246272,-34.61253541,bicicleta,pasajeros,ciclista,masculino,47.0,bicicleta,pasajeros,45-64,False
2020-0063,2,2020-12-05,07:10:00,calle,nueva york,sin datos,alta gracia,nueva york y alta gracia,11,-58.52783814,-34.61047001,peaton,moto,peaton,masculino,38.0,peaton,moto,30-44,True
2020-0063,2,2020-12-05,07:10:00,calle,nueva york,sin datos,alta gracia,nueva york y alta gracia,11,-58.52783814,-34.61047001,peaton,moto,pasajero_acompañante,masculino,21.0,peaton,moto,18-29,True
2020-0065,1,2020-12-05,16:00:00,gral paz,"paz, gral. av.",sin datos,"goyeneche, roberto parque av.","paz, gral. av. y goyeneche, roberto parque av.",12,-58.49332664,-34.54836855,moto,auto,conductor,masculino,24.0,moto,auto,18-29,True
